ID,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,created_at,updated_at
7446,1970-06-02,England,Romania,1,0,FIFA World Cup,Guadalajara,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7447,1970-06-02,Israel,Uruguay,0,2,FIFA World Cup,Puebla,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7448,1970-06-03,Belgium,El Salvador,3,0,FIFA World Cup,Mexico City,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7449,1970-06-03,Brazil,Czechoslovakia,4,1,FIFA World Cup,Guadalajara,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7450,1970-06-03,Finland,Denmark,1,1,Nordic Championship,Helsinki,Finland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7451,1970-06-03,Germany,Morocco,2,1,FIFA World Cup,León,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7452,1970-06-03,Italy,Sweden,1,0,FIFA World Cup,Toluca,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7453,1970-06-06,Belgium,Russia,1,4,FIFA World Cup,Mexico City,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7454,1970-06-06,Czechoslovakia,Romania,1,2,FIFA World Cup,Guadalajara,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7455,1970-06-06,Italy,Uruguay,0,0,FIFA World Cup,Puebla,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7456,1970-06-06,Morocco,Peru,0,3,FIFA World Cup,León,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7457,1970-06-06,Uganda,Tanzania,1,1,Friendly,Kampala,Uganda,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7458,1970-06-07,Brazil,England,1,0,FIFA World Cup,Guadalajara,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7459,1970-06-07,Bulgaria,Germany,2,5,FIFA World Cup,León,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7460,1970-06-07,Israel,Sweden,1,1,FIFA World Cup,Toluca,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7461,1970-06-07,Mexico,El Salvador,4,0,FIFA World Cup,Mexico City,Mexico,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7462,1970-06-10,Brazil,Romania,3,2,FIFA World Cup,Guadalajara,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7463,1970-06-10,El Salvador,Russia,0,2,FIFA World Cup,Mexico City,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7464,1970-06-10,Germany,Peru,3,1,FIFA World Cup,León,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7465,1970-06-10,Sweden,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7466,1970-06-11,Bulgaria,Morocco,1,1,FIFA World Cup,León,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7467,1970-06-11,Czechoslovakia,England,0,1,FIFA World Cup,Guadalajara,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7468,1970-06-11,Israel,Italy,0,0,FIFA World Cup,Toluca,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7469,1970-06-11,Mexico,Belgium,1,0,FIFA World Cup,Mexico City,Mexico,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7470,1970-06-13,Honduras,Panama,1,0,Friendly,El Progreso,Honduras,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7471,1970-06-14,Brazil,Peru,4,2,FIFA World Cup,Guadalajara,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7472,1970-06-14,England,Germany,2,3,FIFA World Cup,León,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7473,1970-06-14,Mexico,Italy,1,4,FIFA World Cup,Toluca,Mexico,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7474,1970-06-14,Russia,Uruguay,0,1,FIFA World Cup,Mexico City,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7475,1970-06-17,Brazil,Uruguay,3,1,FIFA World Cup,Guadalajara,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7476,1970-06-17,Germany,Italy,3,4,FIFA World Cup,Mexico City,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7477,1970-06-17,Norway,Finland,2,0,Nordic Championship,Bergen,Norway,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7478,1970-06-20,Germany,Uruguay,1,0,FIFA World Cup,Mexico City,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7479,1970-06-20,Malaysia,Singapore,5,0,Indonesia Tournament,Jakarta,Indonesia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7480,1970-06-21,Brazil,Italy,4,1,FIFA World Cup,Mexico City,Mexico,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7481,1970-06-21,Indonesia,Hong Kong,2,1,Indonesia Tournament,Jakarta,Indonesia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7482,1970-06-21,South Korea,Singapore,8,0,Indonesia Tournament,Jakarta,Indonesia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7483,1970-06-23,Indonesia,Western Australia,3,1,Indonesia Tournament,Jakarta,Indonesia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7484,1970-06-23,South Korea,Malaysia,0,1,Indonesia Tournament,Jakarta,Indonesia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7485,1970-06-24,Hong Kong,Western Australia,3,1,Indonesia Tournament,Jakarta,Indonesia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7486,1970-06-25,Sweden,Denmark,1,1,Nordic Championship,Gothenburg,Sweden,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7487,1970-06-26,Hong Kong,Malaysia,1,1,Indonesia Tournament,Jakarta,Indonesia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7488,1970-06-26,Indonesia,South Korea,2,2,Indonesia Tournament,Jakarta,Indonesia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7489,1970-06-27,Indonesia,Hong Kong,3,2,Indonesia Tournament,Jakarta,Indonesia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7490,1970-06-28,South Korea,Malaysia,0,2,Indonesia Tournament,Jakarta,Indonesia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7491,1970-06-30,DR Congo,Sudan,3,0,Friendly,Kinshasa,DR Congo,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7492,1970-07-06,Malawi,Mauritius,1,0,Friendly,Zomba,Malawi,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7493,1970-07-07,Iceland,Denmark,0,0,Friendly,Reykjavík,Iceland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7494,1970-07-09,Malawi,Mauritius,0,0,Friendly,Lilongwe,Malawi,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7495,1970-07-11,Gabon,Cameroon,1,1,Friendly,Libreville,Gabon,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7496,1970-07-11,Tahiti,New Caledonia,3,1,Friendly,Papeete,French Polynesia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7497,1970-07-18,Tahiti,New Caledonia,0,2,Friendly,Papeete,French Polynesia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7498,1970-07-20,Iceland,Norway,2,0,Friendly,Reykjavík,Iceland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7499,1970-07-22,Poland,Iraq,2,0,Friendly,Szczecin,Poland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7500,1970-07-26,German DR,Iraq,5,0,Friendly,Jena,German DR,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7501,1970-07-26,Ivory Coast,Guinea,3,2,Friendly,Abidjan,Ivory Coast,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7502,1970-07-30,India,Chinese Taipei,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7503,1970-07-30,Malaysia,Vietnam Republic,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7504,1970-07-31,Hong Kong,Japan,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7505,1970-07-31,South Korea,Thailand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7506,1970-08-01,Burma,Western Australia,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7507,1970-08-01,Cameroon,Gabon,0,3,Friendly,Douala,Cameroon,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7508,1970-08-01,Indonesia,Singapore,3,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7509,1970-08-02,Hong Kong,Thailand,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7510,1970-08-02,Japan,South Korea,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7511,1970-08-03,Burma,India,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7512,1970-08-03,Vietnam Republic,Western Australia,1,3,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7513,1970-08-04,Hong Kong,Indonesia,1,3,Merdeka Tournament,George Town,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7514,1970-08-04,Japan,Thailand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7515,1970-08-04,South Korea,Singapore,4,0,Merdeka Tournament,George Town,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7516,1970-08-05,Burma,Vietnam Republic,4,2,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7517,1970-08-05,India,Western Australia,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7518,1970-08-06,Hong Kong,Singapore,3,2,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7519,1970-08-06,Indonesia,South Korea,1,2,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7520,1970-08-07,Burma,Chinese Taipei,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7521,1970-08-07,Malaysia,Western Australia,4,1,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7522,1970-08-08,Indonesia,Japan,3,4,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7523,1970-08-08,Malawi,Lesotho,1,2,Friendly,Lilongwe,Malawi,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7524,1970-08-08,Singapore,Thailand,4,5,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7525,1970-08-09,Hong Kong,South Korea,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7526,1970-08-09,India,Vietnam Republic,2,1,Merdeka Tournament,Ipoh,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7527,1970-08-09,Malaysia,Burma,1,2,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7528,1970-08-10,Indonesia,Thailand,6,3,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7529,1970-08-10,Japan,Singapore,4,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7530,1970-08-10,Malawi,Lesotho,6,1,Friendly,Lilongwe,Malawi,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7531,1970-08-12,Burma,Hong Kong,5,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7532,1970-08-12,Thailand,Western Australia,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7533,1970-08-13,India,South Korea,2,3,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7534,1970-08-13,Singapore,Vietnam Republic,0,4,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7535,1970-08-15,Hong Kong,India,2,3,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7536,1970-08-16,Burma,South Korea,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7537,1970-08-16,Japan,Chinese Taipei,3,2,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7538,1970-08-19,Singapore,India,3,8,Friendly,Kallang,Singapore,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7539,1970-08-26,Finland,Sweden,1,2,Nordic Championship,Helsinki,Finland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7540,1970-09-01,Libya,Tunisia,2,2,Friendly,Benghazi,Libya,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7541,1970-09-02,Poland,Denmark,5,0,Friendly,Warsaw,Poland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7542,1970-09-04,Libya,Tunisia,3,2,Friendly,Tripoli,Libya,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7543,1970-09-05,France,Czechoslovakia,3,0,Friendly,Nice,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7544,1970-09-06,German DR,Poland,5,0,Friendly,Rostock,German DR,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7545,1970-09-06,Iran,Pakistan,7,0,Friendly,Teheran,Iran,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7546,1970-09-09,Germany,Hungary,3,1,Friendly,Nuremberg,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7547,1970-09-09,Pakistan,Turkey,1,3,Friendly,Teheran,Iran,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7548,1970-09-10,Austria,Yugoslavia,0,1,Friendly,Graz,Austria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7549,1970-09-11,Iran,Turkey,1,1,Friendly,Teheran,Iran,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7550,1970-09-20,North Vietnam,Cuba,2,1,Friendly,Hanoi,Vietnam DR,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7551,1970-09-23,Denmark,Norway,0,1,Nordic Championship,Copenhagen,Denmark,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7552,1970-09-23,Republic of Ireland,Poland,0,2,Friendly,Dublin,Republic of Ireland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7553,1970-09-24,Tunisia,Libya,2,0,Friendly,Tunis,Tunisia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7554,1970-09-26,Zanzibar,Uganda,0,1,Friendly,Zanzibar,Zanzibar,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7555,1970-09-27,Hungary,Austria,1,1,Friendly,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7556,1970-09-27,Tanzania,Kenya,2,0,Friendly,Zanzibar,Tanzania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7557,1970-09-29,Kenya,Uganda,1,2,Friendly,Zanzibar,Tanzania,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7558,1970-09-30,Brazil,Mexico,2,1,Friendly,Rio de Janeiro,Brazil,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7559,1970-09-30,Zanzibar,Tanzania,1,2,Friendly,Zanzibar,Zanzibar,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7560,1970-10-02,Tanzania,Uganda,1,4,Friendly,Zanzibar,Tanzania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7561,1970-10-03,Zanzibar,Kenya,3,2,Friendly,Zanzibar,Tanzania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7562,1970-10-04,Chile,Brazil,1,5,Friendly,Santiago,Chile,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7563,1970-10-04,Suriname,Trinidad and Tobago,3,2,Friendly,Paramaribo,Suriname,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7564,1970-10-07,Austria,France,1,0,Friendly,Vienna,Austria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7565,1970-10-07,Curaçao,Trinidad and Tobago,1,1,Friendly,Paramaribo,Suriname,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7566,1970-10-07,Czechoslovakia,Finland,1,1,UEFA Euro qualification,Prague,Czechoslovakia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7567,1970-10-07,Norway,Hungary,1,3,UEFA Euro qualification,Oslo,Norway,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7568,1970-10-08,Guyana,Trinidad and Tobago,1,1,Friendly,Georgetown,Guyana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7569,1970-10-09,Suriname,Curaçao,5,1,Friendly,Paramaribo,Suriname,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7570,1970-10-10,Guyana,Trinidad and Tobago,1,1,Friendly,Georgetown,Guyana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7571,1970-10-11,Malta,Greece,1,1,UEFA Euro qualification,Gżira,Malta,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7572,1970-10-11,Netherlands,Yugoslavia,1,1,UEFA Euro qualification,Rotterdam,Netherlands,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7573,1970-10-11,Romania,Finland,3,0,UEFA Euro qualification,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7574,1970-10-11,Sierra Leone,Senegal,1,0,Friendly,Freetown,Sierra Leone,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7575,1970-10-14,Denmark,Portugal,0,1,UEFA Euro qualification,Copenhagen,Denmark,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7576,1970-10-14,Republic of Ireland,Sweden,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7577,1970-10-14,Luxembourg,Yugoslavia,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7578,1970-10-14,Poland,Albania,3,0,UEFA Euro qualification,Chorzów,Poland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7579,1970-10-17,Germany,Turkey,1,1,UEFA Euro qualification,Cologne,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7580,1970-10-17,Switzerland,Italy,1,1,Friendly,Berne,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7581,1970-10-18,Ivory Coast,Senegal,0,1,Friendly,Abidjan,Ivory Coast,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7582,1970-10-22,Paraguay,Argentina,1,1,Friendly,Asunción,Paraguay,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7583,1970-10-23,New Caledonia,Australia,1,3,Friendly,Nouméa,New Caledonia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7584,1970-10-25,Czechoslovakia,Poland,2,2,Friendly,Prague,Czechoslovakia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7585,1970-10-25,New Caledonia,Australia,0,1,Friendly,Nouméa,New Caledonia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7586,1970-10-25,Togo,Senegal,3,0,Friendly,Lomé,Togo,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7587,1970-10-28,Russia,Yugoslavia,4,0,Friendly,Moscow,Soviet Union,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7588,1970-10-28,Spain,Greece,2,1,Friendly,Zaragoza,Spain,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7589,1970-10-28,Sweden,Republic of Ireland,1,0,UEFA Euro qualification,Solna,Sweden,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7590,1970-10-29,Indonesia,Thailand,1,2,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7591,1970-10-29,Vietnam Republic,Malaysia,1,1,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7592,1970-10-30,Macau,Australia,0,9,Friendly,Macau,Macau,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7593,1970-10-31,Austria,Italy,1,2,UEFA Euro qualification,Vienna,Austria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7594,1970-10-31,Malaysia,Thailand,1,4,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7595,1970-10-31,Vietnam Republic,Indonesia,3,1,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7596,1970-11-01,Benin,Congo,3,2,Friendly,Cotonou,Dahomey,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7597,1970-11-01,Indonesia,Malaysia,1,3,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7598,1970-11-01,Sierra Leone,Guinea,1,2,Friendly,Freetown,Sierra Leone,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7599,1970-11-01,Vietnam Republic,Thailand,1,0,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7600,1970-11-01,Zambia,Tanzania,5,1,African Cup of Nations qualification,Lusaka,Zambia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7601,1970-11-04,Iran,Australia,1,2,Friendly,Teheran,Iran,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7602,1970-11-08,Gabon,Ivory Coast,1,2,African Cup of Nations qualification,Libreville,Gabon,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7603,1970-11-08,Hong Kong,Singapore,0,1,King's Cup,Bangkok,Thailand,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7604,1970-11-08,Nigeria,Congo,0,0,African Cup of Nations qualification,Ibadan,Nigeria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7605,1970-11-08,Thailand,Laos,1,0,King's Cup,Bangkok,Thailand,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7606,1970-11-08,Togo,Benin,2,1,African Cup of Nations qualification,Lomé,Togo,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7607,1970-11-08,Uganda,DR Congo,1,4,African Cup of Nations qualification,Kampala,Uganda,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7608,1970-11-09,Cambodia,Malaysia,1,1,King's Cup,Bangkok,Thailand,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7609,1970-11-10,Hong Kong,South Korea,0,3,King's Cup,Bangkok,Thailand,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7610,1970-11-10,Thailand,Singapore,3,1,King's Cup,Bangkok,Thailand,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7611,1970-11-11,France,Norway,3,1,UEFA Euro qualification,Lyon,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7612,1970-11-11,German DR,Netherlands,1,0,UEFA Euro qualification,Dresden,German DR,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7613,1970-11-11,Indonesia,Vietnam Republic,5,3,King's Cup,Bangkok,Thailand,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7614,1970-11-11,Scotland,Denmark,1,0,UEFA Euro qualification,Glasgow,Scotland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
7615,1970-11-11,Spain,Northern Ireland,3,0,UEFA Euro qualification,Seville,Spain,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
